image_filename,Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion
1070.jpg,"A stunning view of Vienna featuring the colorful patterned roof of St. Stephen’s Cathedral glowing in the sunlight, overlooking the historic city center. I chose this image because it perfectly showcases Vienna’s unique blend of Gothic architecture and classic European elegance.",AUSTRIA,CLEAR,MORNING,SPRING,NOT CLEAR,CALM
1071.jpg,"A breathtaking view of Cappadocia’s fairy-chimney rock formations, cave dwellings, and a blue-domed mosque glowing under warm sunset light. The image showcases the region’s one-of-a-kind geological structures and historic cave architecture.",TURKEY,CLEAR,EVENING,FALL,SIGHTSEEING,AWE
1072.jpg,"A panoramic view of Cairo showcasing the iconic Mosque-Madrasa of Sultan Hassan, known for its massive domes and elegant minarets, contrasted against the busy modern city.",EGYPT,CLEAR,MORNING,SUMMER,NOT CLEAR,ADVENTURE
1075.jpg,"A colorful, energetic night scene overlooking Gangnam with illuminated buildings and roads.",SOUTH KOREA,CLEAR,EVENING,FALL,SIGHTSEEING,EXCITEMENT
1077.jpg,Beautiful pagoda with cherry blossoms and Mount Fuji in the background,JAPAN,SUNNY,EVENING,SPRING,SIGHTSEEING,CALM
1078.jpg,Beautiful sunset over Oiaصs white buildings and sea. I chose it for its romantic and scenic view.,GREECE,SUNNY,EVENING,SUMMER,RELAXATION,ROMANCE
1079.jpg,A sweeping view of the Great Wall winding over hills and mountains ر I chose it because it captures the grandeur and history of this iconic landmark.,CHINA,CLOUDY,AFTERNOON,FALL,SIGHTSEEING,ADVENTURE
1080.jpg,A scenic view of a hotel resort with an inviting pool (or coastal?resort vibe) and tranquil surroundings ر nice for a relaxing vacation.,CANADA,SUNNY,AFTERNOON,SUMMER,RELAXATION,CALM
1081.jpg,"Main entrance door of Al?Aqsa Mosque, showing historic Islamic architecture.",PALESTINE,CLOUDY,AFTERNOON,FALL,NOT CLEAR,AWE
1082.jpg,Scenic view of Machu Picchu ruins nestled among Andes mountains.,PERU,CLOUDY,AFTERNOON,FALL,SIGHTSEEING,AWE
1083.jpg,Spectacular view of Victoria Falls with its gorge and the steel?arch bridge over the Zambezi River ر a dramatic mix of powerful waterfall .,ZIMBABWE,SUNNY,AFTERNOON,NOT CLEAR,SIGHTSEEING,AWE
1084.jpg,A view of the stone-carved facade of the ancient monastery in Petra ر I chose it because it shows remarkable ancient architecture and history.,JORDAN,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,CURIOSITY
1086.jpg,A view of iconic Egyptian monuments (likely pyramids and desert scenery) symbolizing Egyptصs ancient heritage.,EGYPT,SUNNY,AFTERNOON,SUMMER,SIGHTSEEING,CURIOSITY
1087.jpg,"A dramatic view of the stone castle perched on its rocky hill under dark storm clouds, giving the scene a powerful, moody atmosphere.",UNITED KINGDOM,RAINY,AFTERNOON,FALL,SIGHTSEEING,MELANCHOLY
1088.jpg,"A peaceful lakeside village surrounded by misty mountains, colorful alpine houses, and calm reflective water creating a serene, storybook view.",AUSTRIA,CLOUDY,MORNING,FALL,SIGHTSEEING,NOSTALGIA
1089.jpg,"A vibrant green valley with a peaceful lakeside village, surrounded by steep forested mountains and traditional red-roofed houses.",TURKEY,SUNNY,AFTERNOON,SPRING,RELAXATION,HAPPINESS
1090.jpg,"A traditional Korean temple complex surrounded by colorful autumn trees, glowing softly under a warm sunset sky.",SOUTH KOREA,CLEAR,EVENING,FALL,EXPLORATION,ADVENTURE
1091.jpg,"A brightly lit winter cityscape reflecting on a frozen lake, surrounded by snowy mountains and glowing evening lights.",SWITZERLAND,SNOWY,EVENING,WINTER,NOT CLEAR,ROMANCE
1092.jpg,"A colorful coastal town glowing under a vibrant sunset sky, with calm waters reflecting the lights of seaside buildings and boats.",GREECE,CLEAR,EVENING,SUMMER,EXPLORATION,EXCITEMENT
1093.jpg,A dramatic mountain landscape with sharp snow-capped peaks rising over a bright blue lake and rugged winding trails.,CHILE,SNOWY,MORNING,SPRING,HIKING,ADVENTURE
1094.jpg,"A giant stone hand sculpture rising from an endless desert landscape under a wide, textured blue sky.",CHILE,WINDY,MORNING,SUMMER,EXPLORATION,CURIOSITY
1095.jpg,A charming riverside city decorated with glowing festive lights reflecting beautifully on the calm water under a dark night sky.,NETHERLANDS,WINDY,EVENING,WINTER,WALKING,ROMANCE
1096.jpg,"A hillside town filled with blue-painted houses glowing under soft evening light, surrounded by distant mountains and dramatic clouds.",MOROCCO,CLOUDY,MORNING,SPRING,RELAXATION,NOSTALGIA
